0,9.027381399794152,0.01,0.001
1,8.597625167977942,0.01,0.001
2,8.597625167977942,0.01,0.001
3,8.597625167977942,0.01,0.001
4,8.602908811418972,0.01,0.001
5,8.602908811418972,0.01,0.001
6,8.602908811418972,0.01,0.001
7,8.602908811418972,0.01,0.001
8,8.602908811418972,0.01,0.001
9,11.97221646726357,0.01,0.001
10,11.97221646726357,0.01,0.001
11,11.97221646726357,0.01,0.001
12,8.931231219746605,0.01,0.001
13,8.931231219746605,0.01,0.001
14,8.931231219746605,0.01,0.001
15,8.931231219746605,0.01,0.001
16,8.931231219746605,0.01,0.001
17,2.1779973639387666,0.01,0.001
18,2.7074341169693223,0.01,0.001
19,2.7074341169693223,0.01,0.001
20,2.7074341169693223,0.01,0.001
21,10.141087634572798,0.01,0.001
22,10.141087634572798,0.01,0.001
23,10.141087634572798,0.01,0.001
24,10.141087634572798,0.01,0.001
25,10.141087634572798,0.01,0.001
26,5.667749037323176,0.01,0.001
27,5.667749037323176,0.01,0.001
28,5.667749037323176,0.01,0.001
29,5.667749037323176,0.01,0.001
30,5.667749037323176,0.01,0.001
31,8.780470292005477,0.01,0.001
32,8.780470292005477,0.01,0.001
33,8.780470292005477,0.01,0.001
34,8.780470292005477,0.01,0.001
35,8.780470292005477,0.01,0.001
36,6.8706804416141285,0.01,0.001
37,6.8706804416141285,0.01,0.001
38,6.8706804416141285,0.01,0.001
39,6.8706804416141285,0.01,0.001
40,6.8706804416141285,0.01,0.001
41,4.410944717434332,0.01,0.001
42,4.410944717434332,0.01,0.001
43,4.410944717434332,0.01,0.001
44,4.410944717434332,0.01,0.001
45,4.410944717434332,0.01,0.001
46,2.8330520715988183,0.01,0.001
47,2.8330520715988183,0.01,0.001
48,2.8330520715988183,0.01,0.001
49,2.8330520715988183,0.01,0.001
